,IQ,CGPA,Academic_Performance,Communication_Skills,Projects_Completed,Placement
2736,94,9.87,2,1,1,0
726,100,5.55,8,2,4,0
7214,100,8.56,1,9,3,1
8245,79,5.36,9,1,2,0
1796,95,9.82,4,8,5,1
3845,112,7.62,10,9,2,1
6402,94,6.09,1,2,3,0
936,84,4.74,1,2,2,0
2265,117,6.57,8,1,0,0
824,93,6.75,1,5,2,0
7274,121,10.24,7,7,2,1
1389,88,8.67,4,10,4,1
3564,114,8.95,5,3,2,1
5429,73,9.47,2,4,1,0
7827,96,9.64,1,10,5,1
5690,101,5.44,10,5,1,0
7878,91,8.69,2,10,3,1
1868,83,8.0,2,6,5,0
8202,91,8.38,8,2,5,0
7486,118,6.61,7,8,4,1
806,103,7.23,7,2,2,0
4805,76,7.02,10,2,5,0
9152,114,4.83,5,5,0,0
7511,136,5.88,1,4,0,0
8056,101,5.51,3,6,0,0
4494,112,7.76,5,8,5,1
2632,102,10.01,7,5,4,0
8900,98,7.82,5,10,1,0
8623,117,6.91,2,5,1,0
7832,109,7.62,1,9,4,0
4388,102,7.04,2,8,2,0
145,111,5.25,6,4,4,0
6467,92,8.25,7,9,0,0
2033,107,5.56,1,1,2,0
9127,87,8.06,1,1,0,0
1165,136,9.51,8,10,0,1
2050,112,5.99,7,1,4,0
3760,104,6.84,2,3,0,0
4435,110,7.15,2,2,1,0
3430,106,7.26,8,5,0,0
8190,109,9.52,8,6,0,0
8753,94,6.2,1,1,1,0
7069,68,8.43,6,9,2,1
4361,87,6.73,2,3,5,0
1771,125,6.6,1,4,0,0
3511,86,6.03,1,10,5,0
271,78,6.34,5,4,0,0
8436,102,5.41,6,9,1,0
2032,107,10.25,7,6,4,0
9664,91,7.12,6,1,2,0
3810,85,7.12,10,10,3,0
4346,99,6.89,4,4,1,0
545,88,9.45,6,3,3,0
3241,143,5.94,5,5,5,0
8502,128,9.51,9,5,3,1
9918,97,6.9,7,10,1,0
7564,105,9.47,9,9,5,1
920,116,5.45,1,1,2,0
9118,98,8.08,4,3,0,0
6640,83,9.83,8,5,3,0
7694,109,6.14,5,9,3,0
8230,100,5.73,5,10,1,0
7126,100,8.43,6,2,1,0
4278,98,9.47,6,1,5,0
2983,104,6.47,3,8,3,0
130,76,8.66,9,2,1,0
7980,86,4.65,6,1,1,0
2667,81,9.12,9,2,4,0
7138,92,8.47,9,9,3,1
3223,110,7.29,3,10,3,0
7693,97,6.2,7,10,0,0
5392,101,5.23,1,3,1,0
614,136,8.58,3,10,1,1
9902,83,5.74,7,2,0,0
1466,125,8.13,6,2,1,0
4497,116,10.33,9,9,5,1
3042,91,5.24,2,9,1,0
2419,80,5.67,7,2,3,0
5085,134,7.51,4,4,1,0
3294,81,7.79,7,2,4,0
6737,104,6.38,8,2,5,0
1500,111,6.32,6,8,5,1
1521,108,8.29,8,8,2,1
9117,110,8.25,1,4,4,0
4232,90,6.68,9,4,0,0
7686,92,9.63,2,2,3,0
4430,73,7.0,2,7,5,0
390,86,8.82,10,7,4,0
9858,108,8.39,9,2,4,0
7124,120,7.74,8,6,3,0
5913,106,8.23,5,9,4,1
8592,129,5.26,4,2,5,0
4806,88,6.22,2,5,2,0
8954,95,9.28,6,8,0,0
8238,124,8.63,4,10,4,1
8044,114,7.31,6,3,0,0
9782,83,6.57,4,6,5,0
3993,111,5.38,7,3,3,0
9551,101,9.45,9,8,2,1
6609,103,7.97,3,3,2,0
5319,108,9.59,6,3,0,0
7119,110,5.7,3,4,2,0
2421,117,6.75,6,6,3,0
5604,106,8.33,4,3,1,0
1750,59,10.29,2,9,4,1
9015,85,4.94,5,3,5,0
9718,108,8.78,7,5,1,0
338,106,9.7,1,6,0,0
8407,74,4.79,6,3,1,0
1341,100,9.49,2,8,3,1
9544,121,5.7,7,1,4,0
7982,98,7.69,1,7,3,0
3640,92,6.61,8,1,2,0
329,109,9.7,2,10,5,1
8828,107,6.29,7,3,0,0
3004,108,6.18,7,10,4,0
6960,116,8.21,4,3,0,0
4090,83,7.86,5,1,2,0
2322,106,9.74,10,3,2,0
6667,96,9.72,8,3,2,0
7009,121,7.7,1,1,3,0
4197,76,8.49,1,9,3,1
3549,99,8.42,7,10,1,0
8363,93,9.63,1,10,1,0
4203,85,9.21,9,2,0,0
9310,128,9.86,7,4,2,1
8936,85,5.63,1,1,2,0
6185,88,7.16,7,6,3,0
1639,83,5.96,6,4,5,0
60,92,7.65,6,3,3,0
1240,94,9.36,9,6,1,0
5760,100,6.76,7,3,2,0
5136,107,9.68,6,2,4,0
2343,92,5.88,3,2,2,0
2120,136,5.31,2,1,1,0
1524,94,7.38,4,5,4,0
7617,122,9.06,8,5,0,0
153,103,7.95,6,5,4,0
481,85,8.92,7,8,0,0
6122,88,7.83,10,6,5,0
7674,87,7.27,8,9,0,0
7101,98,6.52,10,9,0,0
1762,101,10.1,4,10,4,1
7715,110,7.3,4,2,4,0
9081,124,6.77,6,9,5,1
7479,94,5.71,2,9,5,0
6212,92,4.93,5,9,2,0
4853,102,8.37,1,2,5,0
2711,122,5.69,2,6,0,0
6766,132,6.99,5,5,5,0
4150,99,7.36,2,1,3,0
1333,122,5.42,10,3,1,0
8378,112,6.6,1,4,5,0
9389,112,9.69,2,1,5,1
9707,114,8.87,1,2,3,1
9121,78,6.75,7,6,4,0
3850,92,9.01,5,5,0,0
8340,101,5.62,1,9,5,0
4124,104,9.44,3,7,0,0
8963,96,9.01,9,6,4,0
4788,68,9.73,10,2,5,0
2866,87,6.4,6,5,5,0
1386,119,5.77,5,6,1,0
5941,111,7.18,4,1,0,0
3067,100,6.63,1,2,4,0
9058,77,8.15,1,6,2,0
3629,90,9.12,6,7,3,0
9455,89,8.82,3,5,2,0
8949,108,4.94,9,1,4,0
3028,92,9.45,5,6,2,0
2969,104,5.88,7,8,2,0
8646,66,8.51,3,7,3,0
6136,116,6.68,3,1,2,0
8801,82,6.96,7,6,3,0
4263,95,6.09,10,1,1,0
645,95,7.82,8,3,1,0
9653,122,9.67,5,4,2,1
2074,90,8.66,10,2,0,0
341,103,6.35,8,1,5,0
8041,97,9.44,7,6,0,0
1622,113,9.14,5,4,1,0
7141,105,7.14,8,9,3,0
5796,146,7.27,6,5,2,0
7184,100,4.94,9,10,0,0
8232,69,9.48,8,5,5,0
5475,124,6.21,2,9,1,0
9252,93,5.3,5,10,3,0
74,60,7.6,10,2,4,0
8633,117,9.45,10,5,1,0
9229,100,4.85,1,4,2,0
2051,86,6.23,5,7,1,0
2541,81,5.58,9,1,5,0
1301,114,7.31,10,4,0,0
5877,105,8.06,6,3,2,0
7368,80,8.37,9,10,2,1
1304,108,8.62,9,3,4,0
8428,73,9.39,5,9,5,1
9094,118,7.4,6,8,1,0
2599,92,7.75,6,6,1,0
2573,99,8.19,3,1,5,0
3186,82,6.04,6,3,2,0
2768,92,8.71,3,10,4,1
4831,82,10.1,7,5,3,0
4223,117,8.02,10,10,5,1
9649,103,7.12,9,10,0,0
2106,86,8.72,6,6,1,0
2679,96,7.53,4,7,3,0
1387,123,9.69,4,8,2,1
8931,102,9.07,9,6,0,0
9659,102,7.09,2,4,2,0
7083,90,5.31,5,1,5,0
1279,95,7.42,8,6,0,0
804,93,6.63,4,8,1,0
1555,105,7.95,5,1,4,0
9486,97,9.96,2,1,0,0
4566,112,8.67,7,9,0,1
9669,104,6.11,7,8,0,0
4841,101,9.58,5,1,3,0
3594,118,9.46,7,2,4,1
6035,101,8.07,4,10,5,1
6852,100,9.56,7,8,2,1
8705,109,4.99,5,9,3,0
4177,104,7.94,10,3,1,0
1308,116,7.81,6,4,0,0
3452,98,9.3,6,1,2,0
3695,95,6.76,10,2,4,0
4242,91,10.09,7,2,2,0
2198,90,8.45,2,4,5,0
4425,83,6.75,10,2,4,0
6150,128,5.94,10,10,1,0
943,98,9.59,10,9,5,1
822,134,9.54,8,1,4,1
5005,80,5.73,4,8,4,0
6612,81,6.85,7,3,3,0
8356,99,9.6,7,4,3,0
5619,97,9.47,5,8,2,1
4547,99,7.25,7,5,1,0
2538,81,8.96,3,7,0,0
5207,92,7.83,6,3,2,0
9514,103,6.84,10,5,2,0
9009,117,7.78,7,1,1,0
3054,126,8.55,2,9,1,1
3675,101,8.44,5,4,4,0
7776,115,5.8,4,1,2,0
7218,83,9.58,7,6,4,0
6722,105,9.22,6,6,1,0
3300,105,6.79,6,1,3,0
3310,82,6.18,10,10,0,0
7221,65,9.09,2,7,5,0
8519,116,5.54,4,6,0,0
5954,107,7.51,6,7,3,0
832,84,6.41,5,8,0,0
3462,102,8.57,6,8,4,1
7643,100,6.56,10,6,1,0
54,115,9.56,5,6,3,1
3451,81,5.96,4,2,1,0
6305,114,8.84,10,7,5,1
1481,94,5.39,2,10,1,0
4873,103,9.12,2,4,5,0
8038,98,8.53,3,5,0,0
3335,79,5.02,7,10,0,0
6016,132,5.73,7,4,1,0
4926,93,9.14,7,10,2,1
5797,96,8.77,1,6,1,0
9831,87,6.62,5,8,4,0
5083,83,6.11,6,5,3,0
6645,126,6.56,7,8,4,1
5490,93,6.32,5,3,2,0
768,90,6.31,8,8,3,0
2065,91,8.01,8,10,5,1
9500,95,5.61,8,8,4,0
7311,88,7.34,4,10,5,0
8477,76,7.96,4,10,2,0
4524,117,7.21,4,9,5,1
2717,113,8.2,8,1,2,1
2079,93,8.01,8,7,4,0
8914,97,5.84,10,6,1,0
951,105,5.48,10,3,2,0
8058,102,8.92,2,9,0,0
2482,129,8.55,8,10,5,1
1759,119,5.57,1,10,3,1
4422,118,5.77,4,10,5,1
6704,96,6.78,1,5,5,0
5182,96,8.87,8,1,2,0
8533,120,7.76,1,9,2,1
3701,121,5.61,3,1,1,0
4243,110,8.68,6,4,1,0
688,110,4.69,1,8,5,0
3432,107,8.06,6,5,4,0
4944,126,8.73,3,8,2,1
966,89,8.76,4,10,0,0
9484,77,10.16,9,7,0,0
2713,79,6.97,1,3,0,0
4757,119,4.7,8,2,3,0
9545,98,8.67,1,9,5,1
6320,118,6.67,2,9,5,1
5975,90,6.78,7,3,1,0
3572,104,7.29,8,9,0,0
5299,104,6.92,1,6,0,0
1990,112,5.69,1,10,2,1
1205,100,9.35,8,3,5,0
4971,98,9.47,4,2,1,0
6783,96,8.21,9,7,3,0
3600,87,8.06,2,9,0,0
6490,101,5.24,5,5,1,0
8609,88,8.31,2,9,1,0
9978,84,9.69,7,9,4,1
8070,114,6.06,10,6,5,0
8577,85,9.91,9,8,2,1
7973,92,6.27,5,10,0,0
1625,116,5.34,4,8,1,0
536,87,7.75,1,6,3,0
8766,115,6.63,2,6,0,0
7970,123,8.92,9,3,5,1
4212,111,7.15,7,5,2,0
6456,82,9.03,7,4,3,0
3507,99,6.69,9,2,5,0
8393,94,7.81,4,9,3,0
7112,119,5.58,8,6,1,0
2708,94,9.51,2,6,2,0
5031,118,9.53,6,1,3,1
6514,102,9.55,8,10,0,0
4662,91,8.24,4,10,2,1
4021,78,7.76,8,5,2,0
1854,115,9.69,2,4,1,0
9425,100,6.55,8,1,3,0
2872,68,7.22,9,2,4,0
3030,62,8.21,4,4,4,0
1645,106,6.98,4,10,4,0
3417,103,8.79,10,9,3,1
3476,114,7.17,6,9,0,0
9552,108,6.6,6,2,0,0
1792,97,10.06,6,7,5,0
3797,103,5.06,10,9,2,0
3368,106,6.6,10,5,2,0
7196,106,9.36,10,2,1,0
9641,105,8.45,10,4,2,0
5109,101,5.39,5,10,2,0
6024,95,8.05,4,4,5,0
8795,72,7.9,8,5,2,0
9294,129,6.45,2,3,1,0
126,85,7.42,6,2,2,0
5959,130,6.26,4,8,3,1
3876,114,8.27,7,3,4,1
4451,92,6.71,3,8,2,0
7147,60,6.76,1,4,3,0
3531,127,8.57,1,2,0,0
827,92,6.6,1,9,1,0
7790,101,7.37,8,7,1,0
984,99,4.97,6,7,4,0
7783,139,10.16,10,4,2,1
2443,110,8.69,5,1,4,0
8554,114,9.66,10,10,1,1
345,103,6.2,6,9,4,0
814,115,8.17,8,8,2,1
6166,117,7.86,6,5,1,0
5779,110,7.63,7,6,4,0
2116,96,6.99,2,8,0,0
793,80,5.66,1,7,0,0
6898,99,6.71,5,8,5,0
2674,84,6.24,2,5,2,0
94,94,7.48,7,4,5,0
4225,107,9.28,5,3,4,0
3756,101,7.92,1,5,5,0
2891,68,9.65,3,6,2,0
2371,91,7.41,2,2,0,0
9388,115,5.96,7,7,1,0
3228,111,8.29,8,6,1,0
7863,90,7.99,10,9,0,0
6359,77,8.28,2,9,4,1
9196,123,7.39,4,5,0,0
7326,117,9.28,3,8,5,1
6028,70,9.41,3,3,2,0
1865,75,7.6,2,8,1,0
4612,121,7.18,5,3,3,0
2645,88,5.48,5,8,5,0
2243,76,7.34,6,8,4,0
5373,98,9.62,4,10,5,1
2336,107,5.93,1,1,1,0
950,96,5.05,9,10,2,0
1120,116,8.37,6,10,5,1
2204,85,6.51,8,3,3,0
419,101,9.75,1,3,4,0
922,101,6.21,8,2,5,0
8669,111,5.08,3,2,2,0
5408,96,7.61,1,4,4,0
5788,73,5.72,10,4,4,0
5742,100,7.78,8,10,2,0
7667,92,6.55,3,1,4,0
5567,110,8.17,5,3,0,0
8135,98,6.38,4,9,0,0
1202,101,8.78,7,7,1,0
5765,95,9.22,6,2,5,0
8389,81,7.94,8,5,0,0
1970,108,8.84,6,9,4,1
4018,92,6.98,5,1,2,0
3687,103,9.59,9,5,1,0
1997,86,7.63,1,2,0,0
4033,57,4.91,10,7,0,0
1248,103,9.06,6,8,2,1
2192,130,6.02,8,2,5,0
2712,107,8.97,3,4,3,0
2190,76,7.93,7,5,1,0
4670,109,5.99,9,5,0,0
5142,115,9.37,8,1,2,1
5984,123,9.89,8,1,4,1
6565,110,8.28,6,7,3,0
7804,97,5.82,4,2,3,0
6943,114,5.4,10,7,4,0
2136,101,5.48,8,8,3,0
1065,83,9.23,7,6,5,0
600,111,9.84,7,10,3,1
4227,106,7.89,8,4,2,0
7577,99,6.59,4,1,2,0
77,95,6.16,10,10,2,0
7546,100,9.19,8,3,2,0
2898,95,7.35,6,3,2,0
4820,97,9.28,10,9,3,1
9302,108,6.57,2,2,4,0
6413,104,8.87,6,1,1,0
9064,106,7.23,9,3,1,0
8007,122,5.87,6,5,1,0
5468,95,9.48,1,6,4,0
5951,100,6.4,8,4,3,0
3391,87,4.97,1,9,0,0
5415,109,9.71,9,5,0,0
2560,84,9.42,2,6,2,0
8162,111,9.86,5,10,4,1
2635,116,6.63,3,5,5,0
5256,93,7.32,3,1,4,0
3530,122,8.58,9,8,3,1
8567,107,5.55,3,2,5,0
1908,82,9.76,3,5,0,0
235,109,9.71,10,1,2,0
1604,92,5.84,3,2,2,0
7984,103,6.77,5,4,4,0
3490,95,6.76,9,3,4,0
1994,105,6.72,2,9,2,0
2824,99,8.14,1,10,0,0
9285,62,9.85,3,3,2,0
1342,106,9.12,4,7,0,0
8512,103,5.47,4,8,5,0
1619,117,9.36,3,7,5,1
5287,120,8.58,4,5,3,1
2060,112,10.11,1,5,4,1
9955,110,5.92,9,4,5,0
2219,96,4.89,8,7,0,0
6038,112,6.4,1,4,2,0
260,86,8.32,10,6,1,0
9365,77,9.85,9,5,1,0
9093,119,7.41,6,7,2,0
3744,85,9.04,10,8,3,1
2026,127,6.14,5,8,1,0
6988,99,7.62,9,2,5,0
4234,76,7.0,6,9,5,0
1917,90,6.98,7,1,4,0
1828,98,8.55,10,1,5,0
6233,62,7.51,7,8,0,0
9332,91,8.35,6,7,4,0
6283,115,5.85,3,10,5,1
4208,87,5.6,3,4,5,0
224,92,5.99,7,4,5,0
8915,106,8.1,1,10,2,1
6469,90,4.96,7,2,2,0
9413,93,8.57,3,6,0,0
846,104,4.9,1,9,2,0
4289,109,6.21,4,4,4,0
5560,84,8.58,5,7,4,0
2551,71,7.02,5,7,5,0
117,82,8.76,7,3,0,0
8837,79,6.6,4,8,2,0
5966,112,6.1,6,4,3,0
8195,114,9.37,10,6,2,1
8659,101,9.09,10,8,2,1
7489,112,7.8,3,9,3,1
5,96,5.32,7,8,0,0
5342,74,8.19,9,4,4,0
9111,108,5.09,6,9,5,0
4324,88,8.1,10,9,3,1
1063,73,6.41,8,10,4,0
2590,118,8.55,2,3,3,1
8434,95,7.07,7,8,3,0
3735,98,7.2,2,10,1,0
3517,106,8.19,4,4,5,0
6986,78,7.67,6,10,0,0
6767,104,9.3,3,2,4,0
5622,85,9.71,5,9,5,1
1605,85,6.44,6,2,1,0
1733,95,6.72,3,5,3,0
9341,101,9.41,5,3,4,0
3812,87,7.33,8,8,4,0
9624,81,7.79,5,7,1,0
1761,111,5.15,5,4,5,0
5401,94,9.74,7,4,5,0
2739,112,6.84,3,1,4,0
2472,88,8.17,2,7,0,0
6738,144,5.52,4,8,1,0
6891,152,6.29,5,3,4,0
7943,106,7.28,6,10,3,0
4206,107,7.16,9,2,5,0
6371,97,5.16,7,10,3,0
232,100,9.04,4,10,2,1
8258,95,7.53,6,3,5,0
7561,83,9.5,10,3,2,0
6168,97,4.99,1,5,5,0
3596,85,5.99,10,10,5,0
6288,121,7.54,6,4,5,0
4632,105,6.78,8,4,2,0
125,132,9.6,5,1,3,1
7641,101,8.92,9,7,0,0
6229,90,8.04,8,2,2,0
1296,113,9.23,8,5,1,0
1976,116,8.79,9,4,5,1
9480,108,8.6,5,9,0,0
9581,78,4.96,7,6,0,0
5750,99,8.33,3,4,1,0
8152,92,9.35,7,3,5,0
3086,99,9.84,9,3,4,0
9276,93,8.23,8,7,2,0
6882,89,7.71,2,10,3,0
9305,114,9.99,1,9,1,1
7673,95,6.8,2,8,3,0
3345,124,10.0,10,7,4,1
8172,103,5.42,10,7,4,0
9421,104,7.48,9,1,2,0
5870,90,6.46,7,9,3,0
6506,119,5.63,1,5,1,0
2797,73,8.53,1,5,0,0
918,93,9.72,8,5,5,0
1646,97,8.76,6,1,5,0
5122,96,9.58,1,9,0,0
5126,95,9.74,8,9,4,1
4621,125,7.32,3,3,1,0
6809,80,5.44,6,8,4,0
364,110,6.75,8,2,1,0
2125,108,8.34,2,6,0,0
8150,107,7.52,5,4,2,0
8717,102,7.42,6,10,2,0
55,113,9.38,3,10,3,1
638,80,8.2,10,2,1,0
302,111,7.56,10,10,2,1
5811,121,7.45,5,6,3,0
1276,134,5.73,2,6,3,0
4432,103,8.72,5,6,0,0
3644,87,5.66,10,4,4,0
4143,104,8.13,3,6,1,0
2878,104,7.98,10,8,0,0
6493,109,7.68,6,7,2,0
5240,98,7.94,7,9,1,0
9408,94,6.97,7,2,3,0
6937,93,7.15,6,5,3,0
7240,110,9.1,4,7,4,0
2593,100,8.95,1,4,4,0
2393,90,5.69,2,3,4,0
523,108,6.48,9,5,1,0
6376,105,7.14,9,1,5,0
6981,119,6.18,7,8,5,1
6677,86,7.87,9,5,2,0
3900,91,9.98,1,2,4,0
9634,98,7.86,4,7,3,0
5585,89,6.95,5,3,3,0
9360,121,9.33,1,5,4,1
7956,99,6.97,9,4,4,0
7570,83,8.7,8,7,3,0
6777,104,6.98,7,6,4,0
671,68,6.79,6,2,5,0
4188,93,8.72,3,9,1,0
666,96,7.55,4,8,0,0
3266,86,7.26,6,5,4,0
1887,106,6.58,10,2,4,0
8472,90,8.51,7,9,5,1
9091,94,7.19,2,1,3,0
7687,108,9.77,1,5,2,0
6031,93,9.05,2,7,3,0
6090,111,7.91,5,4,3,0
6238,88,9.57,7,10,2,1
7350,86,8.16,6,4,2,0
7830,97,7.89,6,6,2,0
760,91,5.92,4,2,4,0
6254,94,8.46,1,4,5,0
1906,76,6.83,7,4,2,0
3818,94,10.29,1,9,5,1
6269,107,9.44,10,5,4,0
4300,93,8.42,7,7,0,0
5569,85,5.45,9,9,1,0
7941,104,7.85,1,10,0,0
4164,93,7.75,2,9,3,0
5971,100,8.74,8,3,3,0
3579,84,8.56,7,8,4,1
2832,123,9.95,1,3,3,1
5449,78,10.01,8,8,2,1
3472,100,7.19,2,5,1,0
6327,109,5.47,9,10,1,0
137,95,9.16,6,2,0,0
7043,77,5.25,1,10,1,0
4892,91,7.74,6,6,3,0
2180,97,7.47,4,6,2,0
7730,123,9.32,1,4,5,1
3177,92,8.22,8,10,0,0
4854,117,6.77,3,6,5,0
4637,81,5.74,9,3,3,0
5115,107,5.51,9,6,4,0
7648,85,8.67,8,2,3,0
4261,95,9.19,8,2,1,0
1331,118,8.89,7,10,3,1
7002,110,9.62,5,10,5,1
6941,114,8.24,1,1,5,1
8017,88,8.09,6,1,2,0
6241,85,6.23,3,5,2,0
9987,73,5.89,7,1,1,0
6881,99,9.1,7,5,4,0
4530,102,5.43,2,3,4,0
4673,84,8.16,2,7,5,0
6996,111,7.79,8,1,1,0
1252,70,6.1,3,1,0,0
3374,74,4.93,9,10,1,0
2814,127,7.66,6,8,3,1
4719,101,7.5,10,8,5,0
6544,101,8.6,3,8,1,0
4858,101,8.7,4,4,0,0
7901,83,6.81,8,4,2,0
8580,102,5.54,8,2,5,0
8427,86,4.74,5,7,1,0
1077,93,6.27,2,10,0,0
4363,117,6.79,8,3,5,0
770,110,8.84,1,8,0,0
8865,119,10.04,5,5,2,1
249,106,8.51,2,5,3,0
7239,85,8.38,10,3,1,0
3419,92,9.66,4,5,3,0
4976,120,9.41,7,1,3,1
4544,105,8.07,4,8,5,1
5565,110,6.43,1,2,4,0
7939,95,5.89,7,8,5,0
716,101,7.65,10,8,4,0
9652,102,7.57,3,9,4,0
2048,95,9.54,10,2,2,0
5997,81,7.51,5,6,5,0
6600,80,8.27,5,7,1,0
7245,90,6.89,4,4,2,0
4178,127,9.37,4,2,1,0
4809,93,9.14,10,3,3,0
9482,78,7.84,5,3,4,0
7140,51,8.49,3,3,4,0
7190,102,9.97,8,5,1,0
1460,97,8.32,7,7,5,0
5989,94,9.13,6,5,2,0
2000,89,8.11,5,10,1,0
8175,116,9.6,9,8,5,1
404,93,5.81,9,7,2,0
384,88,10.08,9,9,1,0
9448,94,9.22,8,9,4,1
9487,117,7.43,7,3,3,0
1633,115,8.38,3,7,4,1
9853,90,5.16,3,4,4,0
4784,141,8.03,5,6,3,1
9456,111,8.81,10,2,2,1
6970,84,6.82,7,1,2,0
3925,94,7.41,5,8,4,0
4158,90,7.57,2,2,5,0
7449,96,7.2,4,4,5,0
8415,104,9.67,4,10,5,1
2193,79,7.9,4,2,4,0
1015,102,7.39,7,5,0,0
5124,110,6.66,4,5,0,0
7418,99,6.29,8,6,3,0
7409,117,6.83,5,7,2,0
8989,93,4.61,2,7,1,0
2871,106,8.0,6,10,3,0
9,108,8.6,4,9,1,0
1838,99,9.03,7,3,2,0
4804,96,7.09,10,6,0,0
255,92,9.5,4,8,0,0
7026,104,8.35,8,8,3,1
5713,105,5.95,9,10,5,0
3324,116,9.74,7,9,3,1
7714,119,6.87,4,2,1,0
1581,117,10.2,4,1,3,1
924,117,9.44,8,4,5,1
2779,107,6.77,5,5,1,0
7891,115,5.58,6,2,3,0
6132,128,7.49,6,1,3,0
5320,103,8.5,6,8,2,1
7312,103,9.17,6,5,1,0
7102,101,9.01,5,8,4,1
6042,133,9.44,7,7,3,1
3775,107,8.67,2,2,4,0
4835,101,5.21,2,4,2,0
4964,90,7.77,3,2,0,0
539,91,9.6,2,6,0,0
7483,95,5.04,7,9,1,0
2745,95,6.43,9,7,3,0
3719,98,8.04,6,6,3,0
6819,91,6.25,2,1,0,0
9337,96,7.26,6,5,1,0
4468,101,8.01,3,2,0,0
667,122,9.18,10,8,4,1
7575,79,9.36,5,9,1,0
8549,95,9.74,4,3,4,0
5063,79,7.76,4,5,3,0
1353,111,6.27,4,9,5,1
7114,115,6.0,10,6,3,0
9773,96,6.81,1,9,3,0
8662,111,7.26,9,4,1,0
2703,115,8.41,7,8,0,1
3330,113,8.98,6,10,1,1
8053,92,6.43,9,5,0,0
3584,101,5.95,6,1,0,0
9441,96,5.65,3,4,2,0
5645,73,5.95,7,10,3,0
3376,95,6.69,8,7,2,0
1256,125,7.81,1,7,5,0
6190,116,6.48,8,1,1,0
5348,70,7.59,8,8,4,0
4175,107,8.26,1,4,5,0
4910,92,5.37,5,2,3,0
1852,82,9.24,10,3,1,0
6316,134,8.59,7,9,3,1
9854,91,6.65,6,6,1,0
2105,124,7.22,2,1,1,0
133,107,5.59,5,4,1,0
5029,100,9.12,5,5,4,0
928,123,7.29,4,5,1,0
823,94,6.16,10,8,5,0
7576,67,8.47,4,10,0,0
1531,73,8.28,9,4,0,0
1214,95,8.15,5,3,0,0
504,90,7.18,3,1,3,0
6530,108,7.5,3,7,5,0
3072,103,6.64,7,6,1,0
9086,130,6.35,10,9,5,1
8647,96,9.01,4,2,0,0
6619,96,6.05,2,5,5,0
9273,115,9.58,9,7,4,1
3709,100,7.75,6,9,0,0
4849,107,8.1,5,7,5,0
4748,86,7.93,6,5,2,0
4268,83,6.48,9,8,4,0
9878,83,9.9,9,8,5,1
8905,88,4.91,8,1,0,0
4186,135,8.24,8,10,0,1
5301,95,6.19,5,4,3,0
2923,99,8.33,1,5,0,0
6588,86,8.82,1,4,3,0
1810,92,6.32,6,2,5,0
3486,122,7.59,8,2,2,0
7419,96,5.44,3,4,5,0
3141,68,6.56,6,3,4,0
9347,111,7.64,10,1,0,0
1324,100,5.65,8,7,5,0
4312,107,8.48,6,4,2,0
7494,84,8.82,2,5,4,0
8702,78,7.66,9,2,3,0
8691,103,9.1,7,7,2,0
9503,84,7.28,2,2,5,0
5541,125,9.42,2,2,2,1
6172,94,9.49,10,3,4,0
1540,99,9.2,9,7,5,0
9409,120,7.63,8,2,3,0
2681,95,7.92,10,8,4,0
9882,82,6.44,1,6,0,0
6313,109,8.68,9,1,0,0
1191,79,6.75,2,4,4,0
5293,86,4.98,5,4,4,0
1542,124,5.31,7,8,0,0
7056,95,6.72,8,9,2,0
2539,100,8.66,10,4,1,0
953,121,6.75,4,8,4,1
7241,93,8.65,3,5,2,0
6731,86,6.87,3,8,1,0
4846,67,7.9,8,10,3,0
6801,86,6.68,4,8,1,0
8010,95,6.95,2,10,5,0
4330,110,8.27,5,2,3,0
8924,83,8.27,2,3,2,0
5334,88,7.51,4,3,0,0
7330,144,7.12,8,10,0,0
9348,109,9.34,7,8,0,0
4729,100,8.63,2,7,5,0
6541,59,9.31,10,10,1,0
5305,116,9.09,3,2,1,0
5161,68,7.95,1,5,0,0
7860,130,9.79,1,5,3,1
2156,94,7.13,10,4,1,0
1062,117,7.1,3,8,4,1
1167,108,8.21,4,7,0,0
3636,94,7.79,6,6,3,0
7651,94,10.35,1,2,0,0
5588,117,5.73,3,7,4,0
7192,98,8.5,2,10,5,1
4491,85,6.12,10,7,5,0
7266,113,8.5,9,4,4,1
4980,82,6.72,1,1,1,0
8335,105,5.44,6,10,1,0
9952,86,6.57,1,9,5,0
4946,88,8.38,5,1,1,0
2782,81,8.09,1,3,0,0
717,102,6.12,1,4,0,0
2502,95,5.68,10,8,5,0
4360,104,8.81,2,6,4,0
4171,97,9.56,1,5,0,0
8082,92,9.02,5,10,5,1
9760,78,7.84,2,1,1,0
395,92,10.0,4,5,4,0
7186,69,6.13,1,1,1,0
9822,87,8.66,7,3,3,0
4492,91,7.63,9,9,0,0
1365,97,6.14,9,7,2,0
9526,82,6.06,5,4,5,0
8787,95,5.56,4,7,0,0
5917,71,5.9,6,2,1,0
4968,95,4.63,3,2,4,0
2914,110,5.65,7,9,5,0
5644,111,7.43,5,4,4,0
3766,85,6.88,1,9,4,0
3440,102,5.34,6,3,2,0
7357,96,6.91,6,8,1,0
6806,86,6.59,2,1,1,0
2143,103,7.52,7,7,0,0
5104,106,6.36,2,7,5,0
5073,76,5.19,2,1,2,0
1571,81,6.03,9,6,5,0
4079,95,6.04,9,7,1,0
1122,109,5.91,8,3,3,0
2786,88,5.72,9,2,0,0
